ID,Nama_Penyakit,Kategori,Tingkat_Keparahan,Obat_Cocok,Rekomendasi_Mandiri,Kapan_ke_Dokter,prevalence_score,Probabilitas_Penyakit,amandel_membesar,anemia,batuk,batuk_berdahak,batuk_berkepanjangan,batuk_kering,batuk_kronis,batuk_malam,batuk_ringan,bau_mulut,bau_ringan,bekas_jerawat,bengkak,bengkak_lokal,bengkak_pipi,benjolan_di_anus,benjolan_gatal_merah,benjolan_merah,berair,bersendawa,bersin,bersin_kadang,bintik_melingkar,bintil_merah,buang_air_besar_cair,dahak,darah_saat_bab,dehidrasi,dehidrasi_ringan,demam,demam_berulang,demam_naik_bertahap,demam_ringan,demam_tinggi,demam_tinggi_mendadak,diare,diare_berat,diare_hebat,gangguan_pencernaan,gatal,gatal_berlebih,gatal_di_anus,gatal_di_hidung,gatal_hebat,gatal_mata,gatal_parah,gatal_ringan,gatal_tenggorokan,haus_berlebih,heartburn,hidung_mampet,hidung_meler,hidung_tersumbat,infeksi_sekunder,iritasi_lokal,irritasi_rongga_hidung,jarang_bab,kabur_ringan,kekakuan,kekeringan_berulang,kelelahan,kelelahan_ekstrem,kelopak_mata_berat,keluar_cairan,keluar_cairan_telinga,kembung,keras_saat_bab,keringat_berlebih,keringat_dingin,kesulitan_makan,ketegangan_leher,keterbatasan_gerak,komedo,kram_perut,kuku_berubah_warna,kuku_menebal,kulit_gatal,kulit_kering,kulit_lembab_dingin,kulit_mengelupas,lelahan,lemas,lendir_kental,lepuhan_kecil,lidah_kotor,luka_mulut_nyeri,mata_gatal,mata_merah,mata_merah_berair,memar,menggigil,menggigil_hebat,merah_bercak,merah_dan_bengkak,meriang,mood_swing,mual,mual_ringan,mual_setelah_makan,mucus_di_tinja,muka_terasa_penuh,mulut_kering,muntah,muntah_hebat,muntah_ringan,napas_berbunyi/mengepung,napas_cepat,nyeri_belakang_mata,nyeri_dada,nyeri_dada_ringan,nyeri_gigi_hebat,nyeri_kepala,nyeri_lokal,nyeri_menjalar_ke_kaki_ringan,nyeri_otot_hebat,nyeri_panggul,nyeri_payudara,nyeri_perut,nyeri_perut_kambuh,nyeri_punggung_bawah,nyeri_ringan,nyeri_saat_berkemih,nyeri_saat_digerakkan,nyeri_sendi,nyeri_setelah_berdiri_lama,nyeri_tekan,nyeri_telinga,nyeri_ulu_hati,nyeri_wajah,pandangan_kabur,pedih,pegal,pembengkakan_kelenjar_leher,penurunan_pendengaran_sementara,penurunan_urine,penyebaran_perlahan,peradangan,perasaan_pasir_di_mata,perubahan_pola_bab,pilek,pilek_ringan,pingsan_ringan,pusing,pusing_ringan,rapuh,rasa_panas,rasa_terbakar,regurgitasi,ruam,ruam_bintik_merah_gatal,ruam_kecil,ruam_lokal,ruam_menyebar,sakit_kepala,sakit_kepala_berdenyut,sakit_kepala_ringan,sakit_kepala_tumpul,sakit_saat_duduk,sakit_tenggorokan,sakit_tenggorokan_hebat,sensasi_benda_asing,sensitif_cahaya,sensitivitas_panas/dingin,sensitivitas_ringan,sering_berkemih,sesak_napas,sesak_ringan,stress,suara_serak,sulit_berjalan,sulit_makan,sulit_menelan,sulit_tidur,tersebar_cepat,tidak_ada_gejala_kadang,tidak_nyaman_perut,urine_keruh,Kategori_Enc,Keparahan_Enc,Label_Penyakit,score_bayes
SYN00011,Infeksi Saluran Kemih (USG ringan),Infeksi,Sedang,Antibiotik (resep),"Minum banyak air, jaga kebersihan","Demam tinggi, darah dalam urine","4,5","0,0262",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Infeksi Saluran Kemih (USG ringan),1.0
SYN00012,Tonsilitis Bakteri (radang amandel),Pernapasan,Sedang,Antibiotik jika bakteri,"Berkumur, istirahat suara","Sulit bernafas, demakan tinggi berulang","1,6","0,0093",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,1,Tonsilitis Bakteri (radang amandel),1.0
SYN00013,Biduran (Urtikaria),Kulit & Alergi,Ringan,Antihistamin oral,"Hindari pemicu, mandi dingin","Sesak napas, pembengkakan wajah","2,5","0,0145",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,Biduran (Urtikaria),1.0
SYN00014,Influenza (Flu),Pernapasan,Sedang,"Oseltamivir (jika indikasi), Parasetamol","Istirahat total, cairan banyak, sup hangat","Sesak napas, nyeri dada, kebingungan",4,"0,0233",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,Influenza (Flu),1.0
SYN00015,Radang Tenggorokan (Faringitis),Pernapasan,Sedang,"Analgesik, antibiotik jika bakteri","Berkumur air garam, istirahat suara","Sakit menelan parah, demam tinggi",3,"0,0175",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,8,1,Radang Tenggorokan (Faringitis),1.0
SYN00016,Batuk Kering (kerongkongan iritasi),Pernapasan,Ringan,"Pereda batuk, lozenges","Hidrasi, madu hangat, hindari asap","Batuk >2 minggu, sesak parah","5,5","0,032",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0,Batuk Kering (kerongkongan iritasi),1.0
SYN00017,Batuk Kering (kerongkongan iritasi),Pernapasan,Ringan,"Pereda batuk, lozenges","Hidrasi, madu hangat, hindari asap","Batuk >2 minggu, sesak parah","5,5","0,032",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0,Batuk Kering (kerongkongan iritasi),1.0
SYN00018,Keseleo Pergelangan Kaki (Sprain),Tulang & Otot,Ringan,"Kompres es, elevasi, analgesik","Istirahat, bandage, elevasi","Tidak bisa menyangga berat badan, deformitas jelas","2,2","0,0128",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,0,Keseleo Pergelangan Kaki (Sprain),1.0
SYN00019,Alergi Kulit (Dermatitis kontak),Kulit & Alergi,Ringan,"Krim kortikosteroid topikal, antihistamin","Hindari pemicu, kompres dingin","Pembengkakan besar, kesulitan bernapas",4,"0,0233",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,Alergi Kulit (Dermatitis kontak),1.0
SYN00020,Campak,Infeksi,Sedang,"Parasetamol, Vitamin A","Istirahat, jaga kebersihan mata","Sesak napas, kejang, tanda infeksi telinga","0,4","0,0023",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Campak,1.0
SYN00021,Influenza (Flu),Pernapasan,Sedang,"Oseltamivir (jika indikasi), Parasetamol","Istirahat total, cairan banyak, sup hangat","Sesak napas, nyeri dada, kebingungan",4,"0,0233",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,Influenza (Flu),1.0
SYN00022,Konstipasi (sembelit),Pencernaan,Ringan,"Laksatif ringan, serat makanan","Perbanyak serat, cairan, olahraga ringan","Sakit perut hebat, muntah berkepanjangan",3,"0,0175",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,Konstipasi (sembelit),1.0
